scope,variable,response,count,percent,denominator
consenting_N158,age_group,Between 20 and 29 years old,59,37.3,158
consenting_N158,age_group,Between 30 and 39 years old,53,33.5,158
consenting_N158,age_group,Between 40 and 50 years old,39,24.7,158
consenting_N158,age_group,More than 50 years old,7,4.4,158
